gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,phi,uncalibrated_pvalue,uncalibrated_zscore
ENSG00000183049.12,CAMK1D,5.371029381632863,0.592565412047737,7.828845092813158e-08,0.005827805460661341,0.14231127400545435,4.011576800779511e-21,NA,10,12,12,1.8192161064632712e-05,3.3407706457356686e-25,10.371545574136208
ENSG00000183682.7,BMP8A,3.8490422304789584,0.8721825131287855,0.00011858056477790242,0.0024792491069528023,0.03049072711896744,3.823037799189356e-05,NA,6,7,7,3.2778354492818824e-05,7.783106291109667e-21,9.362555437858274
ENSG00000050820.16,BCAR1,-3.579251362392814,-0.6107741074928136,0.00034457991456497683,0.0037023228197052027,0.04473562421167965,5.700124495836363e-07,NA,8,9,9,2.4833173599228625e-05,7.239723769642482e-15,-7.780222267729138
ENSG00000184508.10,HDDC3,3.853458982909684,2.610459989344316,0.00011646078070007015,0.00018624073736492233,0.010060693647624413,0.01893327354054237,NA,1,2,2,1.9577148775012545e-05,2.080220676082506e-14,7.645569801330566
ENSG00000157823.16,AP3S2,4.486702641070834,0.21716937605873418,7.2333918332593034e-06,0.02439114904889673,0.3882041134685539,1.8880729917615077e-65,NA,41,51,51,1.229676811179844e-05,3.815486082770593e-14,7.567133885938472
ENSG00000167930.15,FAM234A,4.161421991256253,0.4499769062239208,3.1627203699128814e-05,0.005827458102791499,0.02965797318919282,5.1898911763584056e-05,NA,18,22,22,1.5104015922421377e-05,5.473585019814077e-14,7.520096444209628
ENSG00000168056.15,LTBP3,2.820699753803324,0.6695892195021497,0.004791902937980682,0.0025959558470366254,0.08506620599815619,2.699841950867837e-12,NA,18,19,19,4.044568893533358e-05,6.459048503429206e-14,7.4984223732754876
ENSG00000159202.17,UBE2Z,-2.2171063858546494,-0.2505341734067629,0.026615822530220868,0.017658334853438526,0.2425221310530791,3.277110805412507e-36,NA,24,29,29,6.946168547776025e-05,6.776410497934653e-14,-7.492131251699435
ENSG00000237541.3,HLA-DQA2,1.3975270518940885,0.07584178223093217,0.16225513761239552,0.20498713800169566,0.7029840440163376,2.2226383217066276e-176,NA,115,130,130,0.00017881898967777964,1.6860818178501482e-13,7.371587388484537
ENSG00000196126.11,HLA-DRB1,-1.2017361198113068,-0.32417414525821364,0.2294657821380568,0.012805547547937654,0.1750240429354402,3.055608683728132e-25,NA,65,73,73,0.00024051173975589088,2.5271949415847033e-13,-7.317454121412503
ENSG00000011523.13,CEP68,3.1895072193464538,0.2008968852884417,0.0014251557939822484,0.027840839051818493,0.17189411928612222,8.15669745206749e-25,NA,9,9,9,2.7978005309956117e-05,3.5713235760397376e-13,7.2708878494076385
ENSG00000149084.12,HSD17B12,-2.6247717047126904,-0.1125515098841394,0.008670708208526036,0.08615302025555989,0.5532514284239769,1.2759278445764328e-110,NA,37,46,46,4.3643273279768635e-05,5.57557467176355e-13,-7.2104781419886566
ENSG00000226067.6,LINC00623,-3.4479982459528777,-1.372677919316883,0.0005647577049375195,0.0005344370140471797,0.2936335359120603,6.6642073541649065e-46,NA,5,10,10,2.123364465329556e-05,1.7421760830733148e-12,-7.053703339147535
ENSG00000164938.13,TP53INP1,2.4593744827104063,0.6455407605319864,0.013917935587717629,0.002361355734417727,0.08204750771343226,5.284768101400288e-12,NA,16,17,17,4.595215518703535e-05,4.8667962345402776e-12,6.9094082176690454
ENSG00000126581.12,BECN1,3.4806677293277772,0.7766773365776223,0.0005001655484485439,0.0015953703198213804,0.01582990170265763,0.0030508335965392123,NA,32,42,42,1.9592479528447073e-05,4.91745168727976e-12,6.907939046236396
ENSG00000090621.13,PABPC4,-2.5750470056993024,-0.7748860416838058,0.010022646458831181,0.0016860827800809402,0.02457618633840806,0.00021774761954658107,NA,33,36,36,4.110296352803564e-05,5.4637315327484135e-12,-6.8929754281774915
ENSG00000213722.8,DDAH2,-1.033067420542386,-0.7870742217010663,0.30157234848488557,0.0015390055941176335,0.03771374338563513,4.791562849736451e-06,NA,32,40,40,0.0002891872452255017,5.902927770149862e-12,-6.881972821131902
ENSG00000109670.13,FBXW7,-2.250727764259994,-1.2930797906226763,0.02440278514894857,0.0005911376082918935,0.043096747998876465,7.889205601644149e-07,NA,6,7,7,5.389426936774958e-05,1.171585713837791e-11,-6.783672723510826
ENSG00000129933.20,MAU2,-2.2838950424189024,-0.6255905882704856,0.022377700068332104,0.0022913250768499915,0.06892258278714386,3.5918794326361386e-10,NA,17,20,20,4.7907850735624526e-05,6.379442145215094e-11,-6.534565617257785
ENSG00000173517.10,PEAK1,2.2242574794554657,0.4275598772759994,0.026131125761450803,0.00466953387510922,0.05858645845133141,8.388104158640498e-09,NA,38,40,40,5.0804511449430574e-05,6.548927132085073e-11,6.530639926183189
ENSG00000243789.10,JMJD7,2.1140176672668325,0.2729447530253013,0.03451375838214385,0.011444074264810358,0.07245848416536893,1.124043866890362e-10,NA,31,33,33,5.5326334841804e-05,1.1444483494527137e-10,6.4465235572274535
ENSG00000204463.12,BAG6,1.1504878427781986,0.7145422269697913,0.24994299859132485,0.0015931798653169341,0.028729689642801124,6.159532212315158e-05,NA,29,37,37,0.00019966660031405818,1.548930399167335e-10,6.400476254163108
ENSG00000179115.10,FARSA,-2.789039263619619,-0.6578004725511505,0.005286465555606936,0.0019868322017183625,0.045526929767444296,3.532184091610397e-07,NA,7,8,8,2.839914509918261e-05,1.58981865957827e-10,-6.396497085594816
