gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,phi,uncalibrated_pvalue,uncalibrated_zscore
ENSG00000169047.5,IRS1,-4.273196077826246,-0.6806713091360337,1.926908680222148e-05,0.007249524170149768,0.13602777816731726,5.754268523521689e-17,NA,7,9,9,5.471771809875515e-05,1.8914491056288018e-38,-12.966638533561069
ENSG00000272622.1,RP11-395N3.2,-4.0147640656331784,-1.0014660462194143,5.950528899166238e-05,0.002783380051806884,0.025796017580203532,0.00040895712421577503,NA,15,18,18,5.1617651311331315e-05,1.6777092048011887e-32,-11.870841800145
ENSG00000109501.13,WFS1,5.163191921735622,1.133475717179741,2.427739971120127e-07,0.0021891310655685952,0.04162567423023022,8.498160049034407e-06,NA,7,10,10,2.7851090181174365e-05,7.182004084373e-32,11.7485746485089
ENSG00000153814.11,JAZF1,-5.360143550380948,-0.4578114694931167,8.31558484739177e-08,0.010437452016908183,0.07104823111552172,3.967617001925815e-09,NA,65,70,70,1.826449187830901e-05,3.5562363122888164e-25,-10.36557218834693
ENSG00000237541.3,HLA-DQA2,1.8933744771676864,0.11375963474535963,0.05830808711511992,0.1587775395313411,0.7197078787507193,6.521977835961585e-160,NA,56,68,68,0.0001805688913507427,1.0799262009189606e-23,10.034051199240869
ENSG00000188211.8,NCR3LG1,-3.2035118806358613,-0.35682830371936575,0.0013576243839081032,0.013398772395784325,0.12964709003366345,4.2908550819246817e-16,NA,15,16,16,5.14745588848846e-05,3.0647613240300963e-21,-9.460499334105018
ENSG00000157823.16,AP3S2,4.8428991675294,0.16413602445668465,1.2795823198381911e-06,0.06247907341739653,0.5162053985948212,3.105566774502611e-84,NA,15,17,17,1.696638191092053e-05,7.635549081585021e-20,9.118238134881793
ENSG00000090621.13,PABPC4,-2.9803809891470907,-0.3858469296614868,0.002878900793639673,0.011879288677541958,0.1527166388016016,5.976601744182054e-19,NA,43,52,52,5.443357998819778e-05,1.834268060088319e-19,-9.022749408910666
ENSG00000029534.19,ANK1,3.960406408625411,0.7164068203092218,7.482231410773994e-05,0.0028674421329659503,0.03918509994592337,1.5894398426990287e-05,NA,10,10,10,2.2155337223532648e-05,1.8001703383740715e-16,8.234694092423869
ENSG00000266265.2,KLF14,-4.336489013063535,-0.33791595055017704,1.4477666012768096e-05,0.011500279663600444,0.11354831729733746,2.758540575590975e-14,NA,27,33,33,1.6482757373760765e-05,6.434702271248429e-16,-8.08079287231545
ENSG00000140382.14,HMG20A,2.6238736225633086,0.20422972191379832,0.008693603600540917,0.031894816146527435,0.15239675334733085,3.766638953931369e-19,NA,32,34,34,5.557988438101703e-05,1.0780205887672623e-15,8.01763330998673
ENSG00000196126.11,HLA-DRB1,-1.4501891327538987,-0.18036559245222528,0.14700578467694886,0.042573208914223115,0.309521443792158,1.445017580751648e-41,NA,41,44,44,0.00019518218808976562,1.4675803369659607e-15,-7.979642242094361
ENSG00000179344.16,HLA-DQB1,-1.568872195276302,-0.14626354201026437,0.11667772184185486,0.06497713551283085,0.6592117148146203,9.308116570486749e-132,NA,52,61,61,0.0001654914333718652,1.5544083220919022e-15,-7.972544027201398
